configuration,mean_dark_macro_f1,dark3_macro_f1,standard_macro_f1,f1_drop_to_dark3
lighting_augmentation,0.9132157423558577,0.8944594436284149,0.9303921972648405,0.03593275363642556
original,0.8899133192414777,0.863199546097667,0.9254608556725615,0.06226130957489451
