configuration,original_macro_f1,mean_dark_macro_f1,dark3_macro_f1
lighting_augmentation_CE,0.8865189518381014,0.8645030808959847,0.846233845619214
lighting_augmentation_ce,0.8503648782003878,0.8218511080451295,0.7951462005908561
