,mean_dark_macro_f1,mean_dark_accuracy,dark3_macro_f1,original_macro_f1,f1_drop_to_dark3
0,0.8696491858687114,0.891034589731658,0.8678281117919157,0.8754510627352157,0.007622950943300011
