configuration,mean_dark_macro_f1,dark3_macro_f1,standard_macro_f1,f1_drop_to_dark3
lighting_augmentation_ce,0.869541424478005,0.8419730336991309,0.891684510617634,0.049711476918503084
lighting_augmentation_focal,0.861693816048413,0.8326632285280278,0.8848020874813978,0.052138858953370004
