configuration,mean_dark_macro_f1,mean_dark_accuracy,dark3_macro_f1,standard_macro_f1,f1_drop_to_dark3
lighting_strong_dark,0.882245059671443,0.8845541401273884,0.8630595981873996,0.8914844359414348,0.028424837754035148
lighting_strong_dark_gamma_1.5,0.8810746439094029,0.8915870488322718,0.8734366610458855,0.8834809314916908,0.010044270445805359
