variant,factor,samples,accuracy,macro_precision,macro_recall,macro_f1,inference_time_seconds
dark_1,0.7,2512,0.8037420382165605,0.7518925178100817,0.8218356797706995,0.7539935204566987,51.21798860000126
dark_2,0.5,2512,0.7882165605095541,0.7474838813343397,0.8138443396692929,0.7448039084589004,51.75171489999775
dark_3,0.3,2512,0.7436305732484076,0.7190666997496401,0.767409580085657,0.6984587921658295,57.158785999999964
