variant,factor,samples,accuracy,macro_precision,macro_recall,macro_f1,inference_time_seconds
dark_1,0.7,2512,0.8853503184713376,0.858532025355042,0.8985919719678894,0.8561988511079983,52.60754309999902
dark_2,0.5,2512,0.8550955414012739,0.8220379385015272,0.8737173877426289,0.8202897830191646,49.93494240000291
dark_3,0.3,2512,0.7969745222929936,0.7796101058654017,0.8086991294053626,0.7545171738839559,50.28294840000308
